time,message,prediction,isPredAccurate
2019-08-01 09:37:48,BTST : RELIANCE CMP 1176 ,,
2019-08-01 04:36:17,"BTST UPDATE

DMART GIVEN YESTERDAY AT 1484 TOUCHED 1515 TODAY ",,
2019-08-01 04:29:54,INTRADAY : BUY HAVELLS ABOVE 650 SL 643 TRGET 657 ,,
2019-08-01 04:18:25, ,,
2019-08-01 04:17:54,"TECHNICAL ISSUE IS SOLVED. YOU ALL CAN PLACE ORDERS IN FnO SEGMENT

THANKS FOR YOUR CO-OPERATION ",,
2019-07-31 09:43:00,BTST : DMART CMP 1484 ,,
2019-07-31 09:02:36,"INTRADAY UPDATE

CANBNK GIVEN A BUY AT 235.40 TOUCHED 237 ",,
2019-07-31 08:23:28,"INTRADAY UPDATE

RELIANCE GIVEN A BUY AT 1179.15 TOUCHED 1185 AND STOP LOSS HIT... EXIT ",,
2019-07-31 07:00:50,INTRADAY : BUY CANBNK CMP 235.40 SL 232 TARGET 239 ,,
2019-07-31 05:23:44, ,,
2019-07-31 04:20:32,INTRADAY : BUY RELIANCE CMP 1179.15 SL 1167 TARGET 1192 ,,
2019-07-29 09:24:08, ,,
2019-07-29 08:32:35,DMART : ABOVE 1460 CAN GIVE A NICE UPMOVE ,,
2019-07-29 07:24:11,INTRADAY : BUY BERGERPAINTS ABOVE 334 SL 330 TARGET 338 ,,
2019-07-29 03:54:22,"BTST UPDATE

HEIDELBERG GIVEN A BTST AT 203 TOUCHED 208.20 TODAY ",,
2019-07-26 09:53:04,FINALLY DRREDDY DID 2714 FROM 2688 ,,
2019-07-26 09:38:29,"BTST UPDATE

HEIDELBERG GIVEN A BUY AT 203 TOUCHED 205.90 ",,
2019-07-26 09:28:11,BTST : HEIDELBERG CMP 203 ,,
2019-07-26 09:05:22,"INTRADAY UPDATE

STAR GIVEN A BUY AT 350.45 TOUCHED TARGET 355 (HIGH :355.60) ",,
2019-07-26 09:04:36,"INTRADAY UPDATE

MOTILALOFS GIVEN A BUY AT 563.80 STOP LOSS HIT... EXIT ",,
2019-07-26 08:58:36,INTRADAY / BTST : BUY MOTILALOFS CMP 563.80 SL 557 TARGET 570 ,,
2019-07-26 08:47:37,"INTRADAY UPDATE

DRREDDY GIVEN A BUY ABOVE 2688 TOUCHED 2706.75 ",,
2019-07-26 06:59:46,INTRADAY : BUY DRREDDY ABOVE 2688 SL 2660 TARGET 2717 ,,
2019-07-26 06:46:27,"INTRADAY UPDATE

STAR GIVEN A BUY AT 350.45 TOUCHED 354 (JUST 1 RUPEE AWAY FROM TARGET) ",,
2019-07-26 06:25:30,"INTRADAY UPDATE

YESBANK GIVEN A BUY ABOVE 94 TOUCHED TARGET 95 (HIGH : 95.15) ",,
2019-07-26 06:22:21,INTRADAY : BUY YESBANK ABOVE 94 SL 93 TARGET 95 ,,
2019-07-26 05:54:55,INTRADAY : BUY GREAVESCOT CMP 142.95 SL 140 TARGET 145 ,,
2019-07-26 05:08:26,INTRADAY : BUY STAR CMP 350.45 SL 346 TARGET 355 ,,
2019-07-26 04:52:11,"MARKET MINUS 105 

TVSMOTOR ROCKING... 374.60 FROM 367.50 ",,
2019-07-26 04:12:23,"INTRADAY UPDATE

TVSMOTOR GIVEN A BUY AT 367.50 TOUCHED TARGET 371 ",,
2019-07-26 03:58:08,INTRADAY : BUY TVSMOTOR CMP 367.50 SL 363 TARGET 371 ,,
2019-07-25 09:43:37,"INTRADAY UPDATE

VEDL GIVEN A BUY AT 169.70 TOUCHED TARGET 172 ",,
2019-07-25 08:31:17,INTRADAY  : BUY VEDL CMP 169.70 SL 168 TARGET 172 ,,
2019-07-25 06:24:52,INTRADAY : BUY SUNTV ABOVE 487 SL 482 TARGET 492 ,,
2019-07-25 05:02:37,"INTRADAY UPDATE

APOLLOTYRE BUY GIVEN AT 165... STOP LOSS HIT.. EXIT ",,
2019-07-25 03:58:32,INTRADAY : BUY APOLLOTYRE CMP 165 SL 162 TARGET 168 ,,
2019-07-24 08:57:32,"INTRADAY UPDATE

LTTS GIVEN A BUY AT 1484 TOUCHED TARGET 1500 (HIGH : 1503.45) ",,
2019-07-24 08:36:06,"INTRADAY UPDATE

LTTS GIVEN A BUY AT 1484 TOUCHED 1497 (JUST 3 RUPEES AWAY FROM TARGET) ",,
2019-07-24 08:01:15,WATCHOUT.. NIFTY SPOT.... GIVEN ABOVE 11260 WHEN IT WAS AT 11255 ... NOW ROCKING AT 11293 ,,
2019-07-24 07:56:46,INTRADAY : BUY LTTS CMP 1484 SL 1469 TARGET 1500 ,,
2019-07-24 04:17:04,INTRADAY : BUY GNFC CMP 210.50 SL 207 TARGET TARGET 214 ,,
2019-07-24 03:54:25,POWERGRID : 213+ FROM 210.50 ,,
2019-07-24 03:48:34,"BTST UPDATE

BTST : POWERGRID CMP 210.50 —> TOUCHED 211.90 ",,
2019-07-23 09:38:27,BTST : POWERGRID CMP 210.50 ,,
2019-07-23 09:07:38,"INTRADAY UPDATE

PVR GIVEN A BUY ABOVE 1784 DID 1789 AND STOP LOSS HIT ",,
2019-07-23 08:43:32,"INTRADAY UPDATE

LICHSGFIN GIVEN A BUY AT 516.35 TOUCHED TARGET 521 ",,
2019-07-23 08:27:29,INTRADAY : BUY PVR ABOVE 1784 SL 1766 TARGET 1802 ,,
2019-07-23 07:56:55,INTRADAY : BUY LICHSGFIN CMP 516.35 SL 511 TARGET 521 ,,
2019-07-23 05:21:36,"BTST UPDATE

BTST : BIOCON CMP 246.50 —> TOUCHED 247.70 AND IS NOW AT 242.80.. EXIT ",,
2019-07-22 09:40:23,BTST : BIOCON CMP 246.50 ,,
2019-07-22 08:32:50,INTRADAY : BUY CENTURYTEX ABOVE 916 SL 906 TARGET 926 ,,
2019-07-22 05:32:14,DELIVERY (SHORT TERM) : BUY AXISBANK CMP 733 SL 715 TARGET 770 ,,
2019-07-22 05:24:48,"INTRADAY UPDATE

SUNPHARMA GIVEN A BUY ABOVE 436 TOUCHED TARGET OF 441 ",,
2019-07-22 05:08:35,"INTRADAY UPDATE

SUNPHARMA GOING UP... 436 TO 439+ IN MINUS MARKET ",,
2019-07-22 04:56:20,INTRADAY  :BUY SUNPHARMA ABOVE 436 SL 431 TARGET 441 ,,
2019-07-19 04:14:28,"INTRADAY UPDATE

BEML DID 941 TO 947.90 ",,
2019-07-19 04:00:57,INTRADAY : BUY BEML CMP 941 SL 930 TARGET 952 ,,
2019-07-18 08:35:38,INTRADAY : BUY ZEEL CMP 364 SL 360 TARGET 368 ,,
2019-07-18 05:18:25,"INTRADAY UPDATE

GRSE GIVEN A BUY ABOVE 131 ACHIEVED TARGET OF 135 (HIGH : 135.30) ",,
2019-07-18 04:56:26,"INTRADAY UPDATE

GRSE GIVEN A BUY ABOVE 131 TOUCHED 133.30 ",,
2019-07-18 04:43:09,INTRADAY : BUY GRSE ABOVE 131 SL 128 TARGET 135 ,,
2019-07-17 11:12:03, ,,
2019-07-17 09:47:48,BTST : SBIN CMP 373.50 ,,
2019-07-17 05:32:49,"INTRADAY UPDATE

MCX DIDN'T GO ABOVE 885 HENCE CALL STANDS CANCELLED ",,
2019-07-17 05:06:30,INTRADAY : BUY MCX ABOVE 885 SL 876 TARGET 894 ,,
2019-07-17 04:54:28,"INTRADAY UPDATE

DEEPAKNTR GIVEN A BUY ABOVE 314 TOUCHED 317.45 ",,
2019-07-17 04:50:47,INTRADAY : BUY DEEPAKNTR ABOVE 314 SL 310 TARGET 318 ,,
2019-07-17 04:45:08,"INTRADAY UPDATE

KOTAKBANK GIVEN A BUY AT 1515 ... TARGET OF 1531 ACHIEVED (HIGH : 1534.95) ",,
2019-07-17 04:14:53,"INTRADAY UPDATE

KOTAKBANK GIVEN A BUY AT 1515 

TOUCHED 1528 ",,
2019-07-17 03:52:11,INTRADAY : BUY KOTAKBANK CMP 1515 SL 1499 TARGET 1531 ,,
2019-07-16 12:36:56, ,,
2019-07-15 09:55:50,BTST : TECHM CMP 679 ,,
2019-07-15 09:27:17,BTST : KOTAKBANK CMP 1507 ,,
2019-07-15 08:18:08,"INTRADAY UPDATE

SPARC GIVEN A BUY AT 131.85 TOUCHED TARGET 134 (HIGH : 135) ",,
2019-07-15 08:10:02,"INTRADAY UPDATE

APOLLOHOSP : BUY GIVEN AT 1388 ... ACHIEVED TARGET 1402 (HIGH : 1404) ",,
2019-07-15 06:10:02,"INTRADAY UPDATE

APOLLOHOSP GIVEN A BUY AT 1388 TOUCHED 1401 (JUST 1 RUPEE AWAY FROM TARGET) ",,
2019-07-15 05:15:29,"INTRADAY UPDATE

SPARC GIVEN A BUY AT 131.85 TOUCHED 133.70 (JUST 30 PAISA AWAY FROM TARGET) ",,
2019-07-15 04:53:40,INTRADAY : BUY SPARC CMP 131.85 SL 130 TARGET 134 ,,
2019-07-15 04:28:27,INTRADAY : BUY APOLLOHOSP CMP 1388 SL 1374 TARGET 1402 ,,
2019-07-15 03:51:44,INTRADAY : BUY CENTURYTEX ABOVE 933 SL 923 TARGET 943 ,,
2019-07-12 09:47:32,CHENNAI PETRO ROCKING... 182.25 TO 189+ ,,
2019-07-12 09:12:17,STAR SL HIT ,,
2019-07-12 08:40:01,"INTRADAY UPDATE

CHENNAIPETRO GIVEN A BUY AT 182.25 TOUCHED TARGET 184.50 (HIGH : 184.65) ",,
2019-07-12 08:16:25,INTRADAY : BUY STAR CMP 380 SL 376 TARGET 384 ,,
2019-07-12 07:09:57,QUESS NONSTOP... 497+ ROCKING ,,
2019-07-12 06:22:04,CHENNAIPETRO DID 182.25 TO 183.55 ,,
2019-07-12 06:03:57,INTRADAY : BUY CHENNAIPETRO CMP 182.25 SL 180 TARGET 184.50 ,,
2019-07-12 05:00:06,QUESS NOW ROCKING NON=STOP.....  TOUCHED 469+ ,,
2019-07-12 04:33:22,INTRADAY / DELIVERY : BUY NIITTECH CMP 1345 (MOMENTUM ABOVE 1355) ,,
2019-07-12 04:01:50,QUESS DID 454 FROM 451.65 ,,
2019-07-12 03:55:45,INTRADAY : BUY QUESS CMP 451.65 SL 445 TARGET 457 ,,
2019-07-11 09:21:24,MARUTI ROCKING 6050 FROM 5982 ,,
2019-07-11 09:20:29,"INTRADAY UPDATE

CANBNK FURTHER TOUCHED 281.75 FROM 279.50

KEEP ON BOOKING / TRAILING ACCORDINGLY ",,
2019-07-11 08:55:56,"INTRADAY UPDATE

INDUSINDBNK GIVEN A BUY ABOVE 1545 TOUCHED 1556 ",,
2019-07-11 08:43:23,"INTRADAY UPDATE

CANBNK ABOVE 279.50 DID 280.60 ",,
2019-07-11 08:08:26,INTRADAY : BUY INDUSINDBNK ABOVE 1545 SL 1529 TARGET 1561 ,,
2019-07-11 07:51:44,MARUTI ROCKING .. ALMOST 6030 (6029.80) FROM 5982 ,,
2019-07-11 07:42:56,MARUTI DID 6017.90 FROM 5982 ,,
2019-07-11 07:35:59,MARUTI LOOKS GOOD CMP 5982 ,,
2019-07-11 07:32:24,INTRADAY : BUY QUESS ABOVE 448 SL 443 TARGET 453 ,,
2019-07-11 04:57:02,CANBNK AND RELIANCE HAVE NOT YET INITIATED ,,
2019-07-11 04:54:23, ,,
2019-07-11 04:42:26,INTRADAY : BUY KOTAKBANK CMP 1489 SL 1474 TARGET 1504 ,,
2019-07-11 04:30:53,INTRADAY : BUY CANBNK ABOVE 279.50 SL 276 TARGET 283 ,,
2019-07-11 04:09:32,INTRADAY : BUY RELIANCE ABOVE 1291 SL 1278 TARGET 1304 ,,
2019-07-10 05:01:43,DHFL DID 74.05 FROM 73 ,,
2019-07-10 04:52:12,INTRADAY : BUY DHFL CMP 73.00 SL 71 TARGET 75 ,,
2019-07-09 09:59:08,BTST : BLISSGVS CMP 160 ,,
2019-07-09 09:50:29,TVSMOTOR TARGET OF 429 ACHIEVED ,,
2019-07-09 09:43:32,"INTRADAY UPDATE

TVSMOTOR GIVEN A BUY ABOVE  424.50 TOUCHED 428.80  JUST 20 PAISE AWAY FROM TARGET ",,
2019-07-09 09:28:13,INTRADAY : BUY TVSMOTOR ABOVE 424.50 SL 419 TARGET 429 ,,
2019-07-09 08:12:12,INTRADAY : BUY ADANIENT ABOVE 143.25 SL 142 TARGET 145 ,,
2019-07-09 07:29:59,JUSTDIAL ROCKING... 796 TO 812.90 ,,
2019-07-09 07:26:49,"INTRADAY UPDATE

JUSTDIAL GIVEN A BUY AT 796 ... TARGET OF 804 ACHIEVED (HIGH : 804.75) ",,
2019-07-09 07:24:13,INTRADAY : BUY JUSTDIAL CMP 796 SL 788 TARGET 804 ,,
2019-07-08 08:30:15,"COLPAL GIVEN A BUY ABOVE 1190 ...

CALL NOT INITIATED... HENCE CALL STANDS CANCELLED ",,
2019-07-08 08:28:56,"INTRADAY UPDATE

SONATSOFT GIVEN A BUY ABOVE 360 TOUCHED 362 AND THEN STOP LOSS HIT... ",,
2019-07-08 06:19:42,INTRADAY : BUY COLPAL ABOVE 1190 SL 1178 TARGET 1205 ,,
2019-07-08 04:06:17,SONATSOFT DID 360 TO 362 ,,
2019-07-08 03:58:43,INTRADAY : BUY SONATSOFT ABOVE 360 SL 356 TARGET 364 ,,
2019-07-07 02:26:15,"✳ An Ahmedabad-based analyst recommends IOL Chemicals & Pharmaceuticals and Mindteck.

Source : Watsapp Forwarded Message ",,
2019-07-05 08:13:41,INTRADAY : BUY MARICO ABOVE 381 SL 377 TARGET 385 ,,
2019-07-05 06:47:26,INTRADAY : BUY KOTAKBANK CMP 1514.70 SL 1498 TARGET 1535 ,,
2019-07-05 04:51:14,"IBULHSGFIN GOING DOWN

710.80 TO 707 LEVELS ",,
2019-07-05 04:46:05,INTRADAY : SELL IBULHSGFIN BELOW 710.80 sl 719 ,,
2019-07-05 03:58:55,"BTST UPDATE 

GREENPLY GIVEN A BUY FOR BTST AT 172 YESTERDAY ......TOUCHED 178 TODAY ",,
2019-07-04 09:56:27,BTST : GREENPLY CMP 172 ,,
2019-07-04 09:05:59,"INTRADAY UPDATE

BHARATFORGE TARGET OF 481 ACHIEVED (HIGH : 481.80) ",,
2019-07-04 08:27:36,UPL ROCKING.... 669 TO 693+ ,,
2019-07-04 08:26:08,INTRADAY : BUY BHARATFORG CMP 476.30 SK 471 TARGET 481 ,,
2019-07-04 06:59:41,"INTRADAY UPDATE

ESCORTS GIVEN A BUY ABOVE 578 TOUCHED 581.95 ",,
2019-07-04 06:49:43,INTRADAY : BUY ESCORTS ABOVE 578 SL 572 TARGET 584 ,,
2019-07-04 05:31:22,"INTRADAY UPDATE

UPL GIVEN A BUY AT 669 TOUCHED TARGET 676 ",,
2019-07-04 04:55:15,INTRADAY : BUY PRAJIND CMP 143 SL 141 TARGET 145 ,,
2019-07-04 04:48:31,INTRADAY : BUY UPL CMP 669 SL 662 TARGET 676 ,,
2019-07-04 04:09:41,BANKBARODA.. ROCKING... 129.45 FROM 125.55 ,,
2019-07-04 03:45:59,"BTST UPDATE

CENTURYTEX TOUCHED 993.95 FROM 973 LEVELS

BANKBARODA TOUCHED 126.75 FROM 125.55 ",,
2019-07-03 09:50:46,CENTURYTEX ROCKING... 973 TO 995 (OUR BTST PERFORMING TODAY ITSELF) ,,
2019-07-03 09:49:20,BTST : BANKBARODA CMP 125.55 ,,
2019-07-03 09:42:12,CENTURY TEX GIVEN AS BTST.. ALSO GOING STRONG... NOW AT 987.30 ,,
2019-07-03 09:39:47,"INTRADAY UPDATE

CENTURYTEX GIVEN A BUY FOR INTRADAY AND BTST AT 973.40 TOUCHED INTRADAY TARGET 983 ",,
2019-07-03 09:27:15,"INTRADAY UPDATE

CENTURYTEX DID 973.40 TO 980 ",,
2019-07-03 08:50:37,INTRADAY / BTST : BUY CENTURYTEX CMP 973.40 SL 963 TARGET 983 ,,
2019-07-03 07:34:24,INTRADAY : BUY TATASTEEL ABOVE 514 SL 508 TARGET 520 ,,
2019-07-03 06:40:57,"INTRADAY UPDATE

GODREJCP STOP LOSS TRIGERRED... ",,
2019-07-03 06:10:13,"INTRADAY UPDATE

BBTC ABOVE 946 GIVEN... TOUCHED TARGET 956 ",,
2019-07-03 06:06:10,INTRADAY : BUY BBTC ABOVE 946 SL 936 TARGET 956 ,,
2019-07-03 04:54:00,INTRADAY : BUY GODREJCP ABOVE 683.50 SL 676.50 TARGET 690.50 ,,
2019-07-03 03:51:31,"BTST UPDATE

MCX GIVEN  BTST AT 850.70 TOUCHED 857.40 ",,
2019-07-02 09:51:51,IPCLAB TARGET OF 965 ACHIEVED ,,
2019-07-02 09:42:32,"INTRADAY UPDATE

IPCALAB GIVEN A BUY AT 954.50 ... GOING STRONG AT 960 ",,
2019-07-02 09:41:32,BTST : MCX CMP 850.70 ,,
2019-07-02 09:27:15,"DELIVERY UPDATE

TORNTPOWER FROM 269.50 TO 300+ ",,
2019-07-02 09:14:51,IBULHSGFIN DID 643 TO 648.50 ,,
2019-07-02 09:05:23,INTRADAY : BUY IBULHSGFIN ABOVE 643 SL 636 TARGET 650 ,,
2019-07-02 09:02:44,INTRADAY : BUY IPCALAB CMP 954.50 SL 943 TARGET 965 ,,
2019-07-02 05:59:18,INTRADAY : BUY BHARTIARTL ABOVE 352 SL 348 TARGET 356 ,,
2019-07-02 03:46:13,"BTST UPDATE

PETRONET GIVEN AT 248.80 TOUCHED 250 ",,
2019-07-01 09:45:41,BTST : PETRONET CMP 248.80 ,,
2019-07-01 08:19:55,INTRADAY : BUY GAIL ABOVE 313 SL 309 TARGET 317 ,,
2019-07-01 06:01:09,"For Further Details Regarding This Product, Contact Mr. Daxit Mehta On 7211147929 ",,
2019-07-01 05:05:36,DELIVERY : BUY WELCORP CMP 147.55 SL 134 TARGET 162 ,,
2019-07-01 04:32:32,INTRADAY : BUY DABUR ABOVE 404 SL 399 TARGET 409 ,,
2019-06-28 07:11:01,INTRADAY : BUY ICICIPRULI ABOVE 387.25 SL 383 TARGET 391 ,,
2019-06-27 09:44:59,BTST : MCDOWELL CMP 576.40 ,,
2019-06-27 09:43:43,BTST : SIEMENS CMP 1297 ,,
2019-06-27 08:50:53,"INTRADAY UPDATE

LTTS GIVEN AN INTRADAY BUY ABOVE  1756 ... TARGET OF 1775 ACHIEVED ",,
2019-06-27 08:25:23,INTRADAY : BUY MOLDTKPAC CMP 267.55 SL 264 TARGET 271 ,,
2019-06-27 07:09:31,"INTRADAY UPDATE

LTTS GIVEN A BUY ABOVE 1756 TOUCHED 1768.65 ",,
2019-06-27 07:00:47,INTRADAY : BUY MCDOWELL ABOVE 579 SL 573 TARGET 585 ,,
2019-06-27 06:11:37,INTRADAY : BUY BATAINDIA CMP 1445 SL 1430 TARGET 1460 ,,
2019-06-27 06:08:32,"INTRADAY UPDATE

IBULHSGFIN GIVEN A BUY ABOVE 630 ... TARGET OF 637 ACHIEVED (HIGH : 642) ",,
2019-06-27 05:56:41,IBULHSGFIN... MOVED FROM 630 TO 634.45 ,,
2019-06-27 05:48:29,INTRADAY : BUY IBULHSGFIN ABOVE 630 SL 622 623 TARGET 637 ,,
2019-06-27 05:00:43,INTRADAY : BUY LTTS ABOVE 1756 SL 1738 TARGET 1775 ,,
2019-06-27 04:12:55,IGNORE THE CALL OF ESCORTS AS IT HAS NOT GONE AT 564.60 ,,
2019-06-27 04:11:52,INTRADAY : BUY ESCORTS CMP 564.60 SL 558 TARGET 569 ,,
2019-06-27 03:49:19,"BTST UPDATE

BTST : LICHSGFIN CMP 557.55 —> GIVEN YESTERDAY —> TOUCHED 565 ",,
2019-06-26 09:49:04,BTST : LICHSGFIN CMP 557.55 ,,
2019-06-26 09:17:38,"INTRADAY UPDATE

HINDALCO GIVEN A BUY ABOVE 204 ACHIEVED  TARGET 207 (HIGH : 207.15) ",,
2019-06-26 09:15:42,"INTRADAY UPDATE

HINDALCO GIVEN A BUY ABOVE 204 GOING STRONG AT 206.25 ",,
2019-06-26 09:12:22,"DELIVERY UPDATE

TORNTPOWER FROM 269.50 TO 282.50 ",,
2019-06-26 06:05:53,"INTRADAY UPDATE

CENTURYTEX GIVEN A BUY AT 947.15 ... TARGET OF 957 ACHIEVED (HIGH : 957.15) ",,
2019-06-26 05:46:07,INTRADAY : BUY HINDALCO ABOVE 204 SL 201 TARGET 207 ,,
2019-06-26 05:09:00,CENTURYTEX DID 947.15 TO 952.90 ,,
2019-06-26 04:35:22,INTRADAY : BUY CENTURYTEX CMP 947.15 SL 937 TARGET 957 ,,
2019-06-25 09:53:07,TORNTPOWER : TARGET ACHIEVED ,,
2019-06-25 09:44:38,BTST : NIITTECH CMP 1342 ,,
2019-06-25 08:44:22,CESC ROCKING... 770.50 TO 788+ LEVELS ,,
2019-06-25 08:31:24,"INTRADAY UPDATE

CESC GIVEN A BUY AT 770.50 ... TARGET OF 778 ACHIEVED (HIGH : 778.55) ",,
2019-06-25 08:29:54,"INTRADAY UPDATE.... 

CESC GIVEN A BUY AT 770.50 GOING UP... NOW AT 775.90 ",,
2019-06-25 07:22:54,"INTRADAY UPDATE

PARAGMILK GIVEN A BUY AT 253.70 TOUCHED TARGET 256 (HIGH : 256.85) ",,
2019-06-25 07:20:20,INTRADAY : BUY PARAGMILK CMP 253.70 SL 250 TARGET 256 ,,
2019-06-25 05:56:33,INTRADAY : BUY CESC CMP 770.50 SL 762 TARGET 778 ,,
2019-06-24 09:42:37,BTST : BHEL CMP 73.75 ,,
2019-06-24 07:11:37,"INTRADAY UPDATE

IBULHSGFIN GIVEN A BUY AT 622 ... TARGET OF 629 ACHIEVED ",,
2019-06-24 07:08:30,IBULHSGFIN DID  622 TO 626.55 ,,
2019-06-24 07:00:13,INTRADAY : BUY IBULHGSFIN CMP 622 SL 615 TARGET 629 ,,
2019-06-21 09:55:15,EXIT JUSTDIAL AS IT IS TOO VOLATILE AND HAS SETTLED LOW ,,
2019-06-21 09:26:04,BTST : JUSTDIAL CMP 776 ,,
2019-06-21 04:17:53,INTRADAY : BUY CONCOR CMP 553 SL 547 TARGET 559 ,,
2019-06-19 09:26:52,BIOCON : TARGET ACHIEVED ,,
2019-06-19 06:19:53,NIFTY FUTURES DOWN DOWN DOWN... 11780 TO 11715 ,,
2019-06-19 06:11:55,ESCORTS : STOP LOSS HIT.... EXIT ,,
2019-06-19 06:04:58,"NIFTY FUTURES.. DOWN DOWN DOWN..

FROM 11780 TO 11745 ",,
2019-06-19 05:39:04,NIFTY FUTURES : SUSTAINING BELOW 11780 CAN TURN WEAK UPTO 11700 ,,
2019-06-19 05:23:54,INTRADAY : BUY BIOCON CMP 247.50 SL 244.50 TARGET 250.50 ,,
2019-06-19 04:33:42,DELIVERY : BUY ESCORTS CMP 545.50 SL 530 TARGET 565 ,,
2019-06-19 04:21:40,"GODREJPROP : INTRADAY PLAYERS KEEP STRICT STOP LOSS

DELIVERY TAKERS CAN TAKE THE SAME FOR DELIVERY ",,
2019-06-19 04:08:21,INTRADAY : BUY GODREJPROP ABOVE 940 SL 930 TARGET 950 ,,
2019-06-18 09:43:02,"INTRADAY UPDATE

DMART GIVEN A BUY ABOVE 1334 IS TOUCHED 1344 ",,
2019-06-18 08:57:42,"INTRADAY UPDATE

ICICIBANK GIVEN A BUY ABOVE 422 TOUCHED 426 (JUST 1 RUPEE AWAY FROM TARGET) ",,
2019-06-18 07:53:48,EXIT AXISBANK GIVEN A BUY AT 784 LEVELS... NOW AT 779 ,,
2019-06-18 07:30:10,ICICIBANK DID 422 TO 424.90 ,,
2019-06-18 07:12:49,INTRADAY : BUY AXISBANK CMP 784 SL 776 TARGET 792 ,,
2019-06-18 06:49:26,INTRADAY : BUY DMART ABOVE 1334 -- 1335 SL 1320 TARGET 1350 ,,
2019-06-18 06:17:15,SRF : TARGET OF 2980 ACHIEVED ,,
2019-06-18 05:37:35,INTRADAY : BUY ICICIBANK ABOVE 422 SL 417 TARGET 427 ,,
2019-06-18 05:16:00,SRF GOING STRONGLY ... FROM 2948 TO 2969.90 ,,
2019-06-18 04:56:43,"Securities In FnO BAN for Trading date : 18-JUN-2019
DHFL
IDBI
JETAIRWAYS
PCJEWELLER
RELCAPITAL
RELINFRA ",,
2019-06-18 04:42:22,INTRADAY : SRF LOOKS GOOD AT CMP  2948 SL 2918 TARGET 2980 ,,
2019-06-18 04:00:18,VIPIND ABOVE 471 DID 473.85 ,,
2019-06-18 03:49:08,INTRADAY : BUY VIPIND ABOVE 471 SL 465 TARGET 477 ,,
2019-06-17 09:57:21,INTRADY PLAYERS EXIT IN VIPIND CMP 466.55 GIVEN A BUY AT 470 ,,
2019-06-17 08:53:25,INTRADAY : BUY VIPIND ABOVE 470 SL 465 TARGET 475 ,,
2019-06-17 04:30:47,"ODIN (BSE SEGMENT) PROBLEM IS SOLVED

THANKS FOR YOUR KIND-CO-OPERATION

INCONVIENCE CAUSED IS REGRETTED ",,
2019-06-14 08:53:52,GABRIEL DID 123.75 TO 124.10 AND SL HIT... EXIT ,,
2019-06-14 08:31:06,INTRADAY : BUY GABRIEL ABOVE 123.75 SL 122 TARGET 125 ,,
2019-06-14 07:46:14,HINDPETRO HAS NOT GONE ABOVE 311 HENCE CALL STANDS CANCELLED ,,
2019-06-14 07:45:26,"INTRADAY UPDATE

TATACHEM SL HIT.. EXIT ",,
2019-06-14 07:02:51,INTRADAY : BUY ICICIBANK CMP 421.15 SL 416 TARGET 426 ,,
2019-06-14 06:08:37,INTRADAY : BUY HINDPETRO ABOVE 311 SL 307 TARGET 315 ,,
2019-06-14 04:43:41,INTRADAY : BUY LT CMP 1538 SL 1520 TARGET 1556 ,,
2019-06-14 04:08:43,INTRADAY : BUY TATACHEM CMP 636 SL 629 TARGET 643 ,,
2019-06-13 09:43:19,GLENMARK GIVEN AT 527.70 .. IS NOW AT 523.30 .. EXIT AS TIME REMAINING IS LESS ,,
2019-06-13 09:43:03,INTRADAY UPDATE ,,
2019-06-13 09:39:47,BTST : STAR CMP 437.40 ,,
2019-06-13 08:45:53,INTRADAY / BTST : BUY GODREJPROP CMP 916.60 SL 906 TARGET 927 ,,
2019-06-13 08:28:25,JETAIRWAYS : ABOVE 92 CAN RUN FOR SHORT COVERING ,,
2019-06-13 07:43:37,IBULHSGFIN... ROCKING... after hitting STOP LOSS ,,
2019-06-13 05:22:00,INTRADAY : BUY GLENMARK CMP 527.70 SL 521 TARGET 535 ,,
2019-06-13 04:53:02,"INTRADAY UPDATE

IBULHSGFIN STOP LOSS HIT.. EXIT ",,
2019-06-13 04:42:51,INTRADAY  :BUY IBULHSGFIN CMP 631 SL 624 TARGET 637 ,,
2019-06-13 03:56:54,OUR BTST KEC GIVEN AT 320.40 ROCKING NOW AT 327+ ,,
2019-06-13 03:48:29,"BTST UPDATE

ACE GIVEN AT 104.25 TOUCHED 105

KEC GIVEN AT 320.40 TOUCHED 322.70 ",,
2019-06-12 09:36:58,BTST : KEC CMP 320.40 ,,
2019-06-12 09:14:21,BTST : ACE CMP 104.25 ,,
2019-06-12 06:52:29,"INTRADAY UPDATE

TATASTEEL GIVEN A BUY AT 500.70 ... TARGET OF 505 ACHIEVED (HIGH :  508+) ",,
2019-06-12 04:20:36,INTRADAY : BUY TATASTEEL CMP 500.70 SL 495 TARGET 505 ,,
2019-06-11 09:49:38,"BTST UPDATE

BTST : FINPIPE GIVEN AT 500 ROCKING NOW AT 518+ ",,
2019-06-11 09:18:32,"BTST UPDATE

BTST GIVEN IN FINPIPE AT 500 ... GOING STRONG AT 512 TODAY ITSELF ",,
2019-06-11 09:17:07,"INTRADAY UPDATE

DABUR GIVEN A BUY AT 412.35 TOUCHED 413.95 AND IS NOW AT 410.. EXIT ",,
2019-06-11 09:15:08,BTST : FINPIPE CMP 500 ,,
2019-06-11 05:13:39,INTRADAY : BUY VEDL CMP 169.60 SL 166 TARGET 172 ,,
2019-06-11 04:18:30,INTRADAY  :BUY DABUR CMP 412.35 SL 407 TARGET 417 ,,
